time,arousal,valence
7.80,0.17333333333333334,0.3333333333333333
7.84,0.17333333333333334,0.3333333333333333
7.88,0.17666666666666667,0.3333333333333333
7.92,0.17833333333333332,0.3333333333333333
7.96,0.17833333333333332,0.33499999999999996
8.00,0.17833333333333332,0.33499999999999996
8.04,0.17833333333333332,0.33666666666666667
8.08,0.18000000000000002,0.3383333333333333
8.12,0.18000000000000002,0.3383333333333333
8.16,0.18166666666666664,0.3383333333333333
8.20,0.18333333333333335,0.3383333333333333
8.24,0.18499999999999997,0.34
8.28,0.18499999999999997,0.3383333333333333
8.32,0.18499999999999997,0.34
8.36,0.18499999999999997,0.3433333333333333
8.40,0.18666666666666668,0.3516666666666666
8.44,0.18500000000000003,0.3516666666666666
8.48,0.18500000000000003,0.35333333333333333
8.52,0.18500000000000003,0.35833333333333334
8.56,0.18333333333333335,0.3633333333333333
8.60,0.18333333333333335,0.365
8.64,0.18000000000000002,0.365
8.68,0.17833333333333334,0.36666666666666664
8.72,0.17833333333333334,0.36666666666666664
8.76,0.17666666666666667,0.36666666666666664
8.80,0.17666666666666667,0.36666666666666664
8.84,0.17500000000000002,0.36666666666666664
8.88,0.17500000000000002,0.365
8.92,0.17333333333333334,0.365
8.96,0.17333333333333334,0.365
9.00,0.17333333333333334,0.36166666666666664
9.04,0.17166666666666666,0.35833333333333334
9.08,0.17166666666666666,0.3566666666666667
9.12,0.16833333333333333,0.3516666666666666
9.16,0.16666666666666666,0.3499999999999999
9.20,0.15833333333333335,0.3499999999999999
9.24,0.15,0.3499999999999999
9.28,0.145,0.3499999999999999
9.32,0.13833333333333334,0.34833333333333333
9.36,0.135,0.34833333333333333
9.40,0.1366666666666667,0.34833333333333333
9.44,0.135,0.34833333333333333
9.48,0.13333333333333333,0.3466666666666666
9.52,0.13333333333333333,0.3466666666666666
9.56,0.13333333333333333,0.345
9.60,0.135,0.3433333333333333
9.64,0.13333333333333333,0.3416666666666666
9.68,0.13333333333333333,0.3416666666666666
9.72,0.13000000000000003,0.34
9.76,0.12833333333333335,0.34
9.80,0.12666666666666668,0.33166666666666667
9.84,0.12333333333333335,0.3266666666666667
9.88,0.12333333333333335,0.32333333333333336
9.92,0.12166666666666669,0.31833333333333336
9.96,0.12166666666666669,0.31
10.00,0.12166666666666669,0.30500000000000005
10.04,0.12166666666666666,0.30000000000000004
10.08,0.12333333333333334,0.2966666666666667
10.12,0.125,0.2966666666666667
10.16,0.12666666666666668,0.2966666666666667
10.20,0.13499999999999998,0.2966666666666667
10.24,0.13999999999999999,0.2966666666666667
10.28,0.14666666666666667,0.29500000000000004
10.32,0.15,0.2916666666666667
10.36,0.15333333333333335,0.2916666666666667
10.40,0.155,0.29000000000000004
10.44,0.15666666666666668,0.28500000000000003
10.48,0.15833333333333335,0.2783333333333334
10.52,0.16,0.27
10.56,0.16,0.26833333333333337
10.60,0.16166666666666665,0.26833333333333337
10.64,0.16333333333333333,0.26333333333333336
10.68,0.16333333333333333,0.2616666666666667
10.72,0.16333333333333333,0.25833333333333336
10.76,0.16333333333333333,0.25500000000000006
10.80,0.165,0.2516666666666667
10.84,0.16666666666666666,0.2483333333333334
10.88,0.16666666666666666,0.2466666666666667
10.92,0.16666666666666666,0.24500000000000008
10.96,0.16666666666666666,0.24000000000000002
11.00,0.16666666666666666,0.2366666666666667
11.04,0.16666666666666666,0.2366666666666667
11.08,0.16666666666666666,0.23333333333333336
11.12,0.16666666666666666,0.23166666666666672
11.16,0.16666666666666666,0.23
11.20,0.16666666666666666,0.22666666666666668
11.24,0.16666666666666666,0.2216666666666667
11.28,0.16833333333333333,0.2233333333333333
11.32,0.17333333333333334,0.21999999999999997
11.36,0.17500000000000002,0.21833333333333335
11.40,0.17833333333333334,0.21833333333333335
11.44,0.18000000000000002,0.21999999999999997
11.48,0.18000000000000002,0.21666666666666665
11.52,0.18333333333333335,0.2133333333333333
11.56,0.18500000000000003,0.215
11.60,0.18500000000000003,0.2133333333333333
11.64,0.18666666666666668,0.21166666666666667
11.68,0.18666666666666668,0.21166666666666667
11.72,0.18666666666666668,0.20999999999999996
11.76,0.18666666666666668,0.20999999999999996
11.80,0.18833333333333335,0.20999999999999996
11.84,0.18833333333333335,0.20999999999999996
11.88,0.19000000000000003,0.20999999999999996
11.92,0.19000000000000003,0.20999999999999996
11.96,0.19333333333333336,0.20999999999999996
12.00,0.19333333333333336,0.20999999999999996
12.04,0.19499999999999998,0.20999999999999996
12.08,0.19666666666666668,0.21166666666666667
12.12,0.19499999999999998,0.2133333333333333
12.16,0.19833333333333333,0.21666666666666665
12.20,0.19833333333333333,0.21833333333333335
12.24,0.19833333333333333,0.21833333333333335
12.28,0.19833333333333333,0.21666666666666665
12.32,0.19833333333333333,0.21666666666666665
12.36,0.19833333333333333,0.21666666666666665
12.40,0.20000000000000004,0.215
12.44,0.20000000000000004,0.215
12.48,0.20000000000000004,0.215
12.52,0.19833333333333333,0.215
12.56,0.19833333333333333,0.2133333333333333
12.60,0.19833333333333333,0.2133333333333333
12.64,0.19833333333333333,0.2133333333333333
12.68,0.19666666666666668,0.2133333333333333
12.72,0.19666666666666668,0.2133333333333333
12.76,0.19666666666666668,0.21166666666666667
12.80,0.19500000000000003,0.2133333333333333
12.84,0.19500000000000003,0.21166666666666667
12.88,0.19500000000000003,0.21166666666666667
12.92,0.19333333333333336,0.2133333333333333
12.96,0.19333333333333336,0.2133333333333333
13.00,0.19500000000000003,0.215
13.04,0.19500000000000003,0.21666666666666665
13.08,0.19666666666666668,0.21833333333333335
13.12,0.19666666666666668,0.21999999999999997
13.16,0.19833333333333336,0.21999999999999997
13.20,0.19833333333333336,0.21999999999999997
13.24,0.19833333333333336,0.2233333333333333
13.28,0.19833333333333336,0.22166666666666668
13.32,0.20000000000000004,0.21666666666666665
13.36,0.2016666666666667,0.21666666666666665
13.40,0.2016666666666667,0.21666666666666665
13.44,0.2016666666666667,0.215
13.48,0.2016666666666667,0.215
13.52,0.2016666666666667,0.215
13.56,0.20333333333333337,0.2133333333333333
13.60,0.20333333333333337,0.2133333333333333
13.64,0.20333333333333337,0.21166666666666667
13.68,0.20333333333333337,0.20999999999999996
13.72,0.20333333333333337,0.20999999999999996
13.76,0.20333333333333337,0.20999999999999996
13.80,0.205,0.20999999999999996
13.84,0.205,0.21166666666666667
13.88,0.205,0.2133333333333333
13.92,0.20666666666666667,0.21166666666666667
13.96,0.20666666666666667,0.20999999999999996
14.00,0.20666666666666667,0.20833333333333334
14.04,0.205,0.21166666666666667
14.08,0.205,0.21166666666666667
14.12,0.205,0.21166666666666667
14.16,0.20666666666666667,0.21166666666666667
14.20,0.20833333333333334,0.21166666666666667
14.24,0.20833333333333334,0.21166666666666667
14.28,0.20666666666666667,0.21166666666666667
14.32,0.205,0.2133333333333333
14.36,0.19999999999999998,0.2133333333333333
14.40,0.19499999999999998,0.215
14.44,0.19333333333333333,0.21666666666666665
14.48,0.19333333333333333,0.21666666666666665
14.52,0.19166666666666668,0.21833333333333335
14.56,0.19166666666666668,0.21999999999999997
14.60,0.18833333333333335,0.21999999999999997
14.64,0.18666666666666668,0.22166666666666668
14.68,0.18666666666666668,0.22166666666666668
14.72,0.18666666666666668,0.22166666666666668
14.76,0.18500000000000003,0.22166666666666668
14.80,0.18500000000000003,0.22166666666666668
14.84,0.18500000000000003,0.22166666666666668
14.88,0.18666666666666668,0.22166666666666668
14.92,0.18666666666666668,0.21999999999999997
14.96,0.18833333333333335,0.21833333333333335
15.00,0.18500000000000003,0.21999999999999997
15.04,0.18500000000000003,0.21833333333333335
15.08,0.18500000000000003,0.215
15.12,0.18166666666666667,0.215
15.16,0.18000000000000002,0.21666666666666665
15.20,0.17833333333333334,0.2133333333333333
15.24,0.17833333333333334,0.21166666666666667
15.28,0.17666666666666667,0.20666666666666664
15.32,0.17333333333333334,0.205
15.36,0.17,0.20833333333333334
15.40,0.165,0.205
15.44,0.16333333333333333,0.20333333333333328
15.48,0.15833333333333333,0.20166666666666666
15.52,0.155,0.20166666666666666
15.56,0.15333333333333332,0.19833333333333336
15.60,0.15000000000000002,0.19833333333333336
15.64,0.15000000000000002,0.19833333333333336
15.68,0.14833333333333334,0.19833333333333336
15.72,0.14500000000000002,0.19500000000000003
15.76,0.14333333333333334,0.19333333333333336
15.80,0.1416666666666667,0.19333333333333336
15.84,0.14333333333333334,0.19333333333333336
15.88,0.14333333333333334,0.19000000000000003
15.92,0.14833333333333332,0.18833333333333335
15.96,0.155,0.18166666666666667
16.00,0.15666666666666665,0.18000000000000002
16.04,0.16166666666666665,0.17833333333333334
16.08,0.16166666666666665,0.17833333333333334
16.12,0.16333333333333333,0.17500000000000002
16.16,0.16333333333333333,0.17500000000000002
16.20,0.16333333333333333,0.17333333333333334
16.24,0.16333333333333333,0.17333333333333334
16.28,0.16333333333333333,0.17166666666666666
16.32,0.16333333333333333,0.17166666666666666
16.36,0.16333333333333333,0.17
16.40,0.16333333333333333,0.17
16.44,0.16333333333333333,0.17
16.48,0.16333333333333333,0.17
16.52,0.16333333333333333,0.17
16.56,0.16333333333333333,0.16833333333333333
16.60,0.16333333333333333,0.16833333333333333
16.64,0.16333333333333333,0.16666666666666666
16.68,0.16166666666666665,0.16333333333333336
16.72,0.16166666666666665,0.16166666666666668
16.76,0.16166666666666665,0.15833333333333335
16.80,0.16166666666666665,0.15833333333333335
16.84,0.16166666666666665,0.15833333333333335
16.88,0.16166666666666665,0.15666666666666668
16.92,0.16166666666666665,0.155
16.96,0.16166666666666665,0.15333333333333335
17.00,0.16166666666666665,0.15333333333333335
17.04,0.16166666666666665,0.15333333333333335
17.08,0.16333333333333333,0.15166666666666667
17.12,0.16333333333333333,0.15166666666666667
17.16,0.16333333333333333,0.15166666666666667
17.20,0.16333333333333333,0.15166666666666667
17.24,0.16333333333333333,0.15
17.28,0.16333333333333333,0.14833333333333334
17.32,0.16333333333333333,0.14666666666666667
17.36,0.16333333333333333,0.14666666666666667
17.40,0.16333333333333333,0.145
17.44,0.16333333333333333,0.14333333333333334
17.48,0.16333333333333333,0.14166666666666666
17.52,0.16166666666666665,0.14166666666666666
17.56,0.16166666666666665,0.13999999999999999
17.60,0.16,0.13833333333333334
17.64,0.16,0.1366666666666667
17.68,0.16,0.135
17.72,0.16,0.13166666666666668
17.76,0.15666666666666665,0.12833333333333333
17.80,0.155,0.12666666666666668
17.84,0.155,0.12666666666666668
17.88,0.15333333333333335,0.12666666666666668
17.92,0.15333333333333335,0.12666666666666668
17.96,0.1516666666666667,0.125
18.00,0.15000000000000002,0.12333333333333334
18.04,0.14833333333333334,0.12333333333333334
18.08,0.1466666666666667,0.11833333333333333
18.12,0.14333333333333334,0.11499999999999999
18.16,0.1416666666666667,0.11
18.20,0.1416666666666667,0.10833333333333334
18.24,0.13833333333333334,0.105
18.28,0.13333333333333333,0.10333333333333333
18.32,0.13166666666666668,0.09999999999999999
18.36,0.13166666666666668,0.09666666666666666
18.40,0.13,0.09499999999999999
18.44,0.125,0.09499999999999999
18.48,0.125,0.09166666666666666
18.52,0.12333333333333334,0.09166666666666666
18.56,0.12166666666666666,0.08999999999999998
18.60,0.12,0.08999999999999998
18.64,0.11666666666666665,0.09166666666666666
18.68,0.11499999999999999,0.09333333333333332
18.72,0.11166666666666669,0.09333333333333332
18.76,0.11499999999999999,0.09499999999999999
18.80,0.12166666666666666,0.09666666666666666
18.84,0.12666666666666668,0.09666666666666666
18.88,0.13333333333333333,0.09499999999999999
18.92,0.1366666666666667,0.09333333333333332
18.96,0.14333333333333334,0.09333333333333332
19.00,0.14833333333333334,0.09333333333333332
19.04,0.15000000000000002,0.09166666666666666
19.08,0.1516666666666667,0.08999999999999998
19.12,0.1516666666666667,0.08999999999999998
19.16,0.1516666666666667,0.08833333333333332
19.20,0.1516666666666667,0.08666666666666666
19.24,0.1516666666666667,0.08499999999999998
19.28,0.14833333333333334,0.08666666666666666
19.32,0.1466666666666667,0.08499999999999998
19.36,0.14333333333333334,0.08499999999999998
19.40,0.14333333333333334,0.08499999999999998
19.44,0.14333333333333334,0.08499999999999998
19.48,0.14500000000000002,0.08499999999999998
19.52,0.14500000000000002,0.08499999999999998
19.56,0.14333333333333334,0.08666666666666666
19.60,0.145,0.08666666666666666
19.64,0.145,0.08666666666666666
19.68,0.145,0.08666666666666666
19.72,0.14666666666666664,0.08833333333333332
19.76,0.14666666666666664,0.09166666666666666
19.80,0.14666666666666664,0.09500000000000001
19.84,0.14666666666666664,0.09666666666666668
19.88,0.14666666666666664,0.09833333333333334
19.92,0.14666666666666664,0.10000000000000002
19.96,0.14833333333333332,0.10000000000000002
20.00,0.14666666666666664,0.10000000000000002
20.04,0.145,0.10000000000000002
20.08,0.1433333333333333,0.10000000000000002
20.12,0.1416666666666667,0.10000000000000002
20.16,0.1416666666666667,0.10166666666666668
20.20,0.14333333333333334,0.10333333333333335
20.24,0.14333333333333334,0.10166666666666668
20.28,0.14333333333333334,0.10500000000000002
20.32,0.14833333333333334,0.10833333333333334
20.36,0.15000000000000002,0.10833333333333334
20.40,0.1516666666666667,0.11
20.44,0.1516666666666667,0.11166666666666668
20.48,0.15000000000000002,0.11166666666666668
20.52,0.15000000000000002,0.11333333333333334
20.56,0.15000000000000002,0.11333333333333334
20.60,0.15000000000000002,0.11666666666666668
20.64,0.15000000000000002,0.11833333333333335
20.68,0.15000000000000002,0.12000000000000001
20.72,0.15000000000000002,0.12166666666666669
20.76,0.14833333333333334,0.12333333333333335
20.80,0.1466666666666667,0.12500000000000003
20.84,0.1466666666666667,0.12666666666666668
20.88,0.14500000000000002,0.12666666666666668
20.92,0.14333333333333334,0.12833333333333333
20.96,0.1416666666666667,0.12833333333333333
21.00,0.14,0.13
21.04,0.14,0.13
21.08,0.14,0.13
21.12,0.14,0.13
21.16,0.14,0.13
21.20,0.14,0.13
21.24,0.14,0.13
21.28,0.14,0.13
21.32,0.14,0.13
21.36,0.14,0.12833333333333333
21.40,0.14,0.12833333333333333
21.44,0.14,0.125
21.48,0.14,0.125
21.52,0.14,0.125
21.56,0.14,0.125
21.60,0.13833333333333334,0.13
21.64,0.1366666666666667,0.13166666666666668
21.68,0.135,0.13333333333333333
21.72,0.135,0.135
21.76,0.135,0.1366666666666667
21.80,0.135,0.1366666666666667
21.84,0.135,0.1366666666666667
21.88,0.1366666666666667,0.13833333333333334
21.92,0.1366666666666667,0.13833333333333334
21.96,0.1366666666666667,0.13833333333333334
22.00,0.1366666666666667,0.13833333333333334
22.04,0.1366666666666667,0.1366666666666667
22.08,0.1366666666666667,0.1366666666666667
22.12,0.1366666666666667,0.1366666666666667
22.16,0.1366666666666667,0.13166666666666668
22.20,0.1366666666666667,0.13166666666666668
22.24,0.1366666666666667,0.13
22.28,0.135,0.13
22.32,0.135,0.13166666666666668
22.36,0.135,0.13166666666666668
22.40,0.1366666666666667,0.135
22.44,0.135,0.135
22.48,0.13333333333333333,0.135
22.52,0.135,0.1366666666666667
22.56,0.1366666666666667,0.14
22.60,0.13833333333333334,0.1416666666666667
22.64,0.1416666666666667,0.1416666666666667
22.68,0.14333333333333334,0.14
22.72,0.1466666666666667,0.135
22.76,0.14833333333333334,0.13499999999999998
22.80,0.15000000000000002,0.13166666666666663
22.84,0.15000000000000002,0.13
22.88,0.15000000000000002,0.13
22.92,0.15000000000000002,0.125
22.96,0.15000000000000002,0.125
23.00,0.15000000000000002,0.12166666666666666
23.04,0.15000000000000002,0.12
23.08,0.15000000000000002,0.10833333333333332
23.12,0.15000000000000002,0.09500000000000001
23.16,0.15000000000000002,0.08833333333333333
23.20,0.14833333333333334,0.08
23.24,0.14833333333333334,0.07833333333333332
23.28,0.1466666666666667,0.075
23.32,0.14500000000000002,0.07166666666666666
23.36,0.14500000000000002,0.06499999999999999
23.40,0.14333333333333334,0.06
23.44,0.1416666666666667,0.05666666666666667
23.48,0.1366666666666667,0.051666666666666666
23.52,0.13,0.05000000000000001
23.56,0.12333333333333334,0.04833333333333334
23.60,0.11833333333333333,0.034999999999999996
23.64,0.10499999999999998,0.023333333333333327
23.68,0.09333333333333334,0.018333333333333323
23.72,0.08833333333333333,0.015
23.76,0.08833333333333333,0.010000000000000004
23.80,0.085,0.003333333333333341
23.84,0.085,4.625929269271485e-18
23.88,0.08166666666666668,-0.003333333333333332
23.92,0.08166666666666668,-0.005
23.96,0.07833333333333334,-0.005
24.00,0.07333333333333333,-0.008333333333333337
24.04,0.07166666666666667,-0.006666666666666668
24.08,0.07166666666666667,-0.011666666666666664
24.12,0.06833333333333334,-0.014999999999999994
24.16,0.06666666666666667,-0.018333333333333337
24.20,0.065,-0.020000000000000004
24.24,0.06166666666666667,-0.02166666666666667
24.28,0.05833333333333334,-0.02166666666666667
24.32,0.05833333333333334,-0.02500000000000001
24.36,0.055,-0.02500000000000001
24.40,0.055,-0.028333333333333346
24.44,0.05333333333333334,-0.03166666666666666
24.48,0.05666666666666667,-0.03166666666666666
24.52,0.05833333333333334,-0.03333333333333333
24.56,0.05833333333333334,-0.034999999999999996
24.60,0.06333333333333334,-0.04
24.64,0.06166666666666667,-0.041666666666666664
24.68,0.055,-0.043333333333333335
24.72,0.051666666666666666,-0.04666666666666667
24.76,0.051666666666666666,-0.04666666666666667
24.80,0.051666666666666666,-0.05000000000000001
24.84,0.051666666666666666,-0.05000000000000001
24.88,0.05333333333333332,-0.05166666666666666
24.92,0.051666666666666666,-0.04833333333333332
24.96,0.05333333333333334,-0.04833333333333332
25.00,0.05333333333333334,-0.04833333333333332
25.04,0.05166666666666667,-0.04833333333333332
25.08,0.051666666666666666,-0.04833333333333334
25.12,0.051666666666666666,-0.04833333333333334
25.16,0.049999999999999996,-0.04833333333333334
25.20,0.049999999999999996,-0.04833333333333334
25.24,0.049999999999999996,-0.05000000000000001
25.28,0.049999999999999996,-0.05000000000000001
25.32,0.049999999999999996,-0.05166666666666667
25.36,0.04833333333333333,-0.05000000000000001
25.40,0.04833333333333333,-0.04833333333333334
25.44,0.04833333333333333,-0.04833333333333334
25.48,0.04666666666666666,-0.04833333333333333
25.52,0.04666666666666666,-0.04666666666666666
25.56,0.04666666666666666,-0.045000000000000005
25.60,0.04666666666666666,-0.04666666666666667
25.64,0.045000000000000005,-0.04833333333333334
25.68,0.045000000000000005,-0.04833333333333334
25.72,0.045000000000000005,-0.04833333333333334
25.76,0.041666666666666664,-0.05000000000000001
25.80,0.04,-0.05000000000000001
25.84,0.04,-0.05000000000000001
25.88,0.03833333333333333,-0.05166666666666667
25.92,0.03833333333333333,-0.05166666666666667
25.96,0.03833333333333333,-0.05000000000000001
26.00,0.03833333333333333,-0.05000000000000001
26.04,0.03666666666666666,-0.05000000000000001
26.08,0.03666666666666666,-0.05166666666666666
26.12,0.03666666666666666,-0.05166666666666666
26.16,0.03666666666666666,-0.05166666666666666
26.20,0.03666666666666666,-0.04833333333333333
26.24,0.03666666666666666,-0.04499999999999999
26.28,0.03666666666666666,-0.041666666666666664
26.32,0.03666666666666666,-0.041666666666666664
26.36,0.03666666666666666,-0.041666666666666664
26.40,0.04,-0.043333333333333335
26.44,0.04,-0.043333333333333335
26.48,0.04,-0.043333333333333335
26.52,0.04,-0.045000000000000005
26.56,0.041666666666666664,-0.045000000000000005
26.60,0.041666666666666664,-0.04666666666666667
26.64,0.041666666666666664,-0.04666666666666667
26.68,0.043333333333333335,-0.04666666666666667
26.72,0.045000000000000005,-0.04833333333333334
26.76,0.04833333333333333,-0.04833333333333334
26.80,0.049999999999999996,-0.05000000000000001
26.84,0.05333333333333334,-0.05000000000000001
26.88,0.056666666666666664,-0.05000000000000001
26.92,0.056666666666666664,-0.05000000000000001
26.96,0.056666666666666664,-0.05000000000000001
27.00,0.056666666666666664,-0.05000000000000001
27.04,0.056666666666666664,-0.05000000000000001
27.08,0.056666666666666664,-0.05166666666666667
27.12,0.05833333333333333,-0.05166666666666667
27.16,0.05833333333333333,-0.04833333333333334
27.20,0.05833333333333333,-0.04833333333333334
27.24,0.06,-0.04833333333333334
27.28,0.06,-0.04666666666666667
27.32,0.06,-0.04666666666666667
27.36,0.06,-0.045000000000000005
27.40,0.06,-0.04666666666666667
27.44,0.06166666666666667,-0.04666666666666667
27.48,0.06166666666666667,-0.04666666666666667
27.52,0.06166666666666667,-0.04666666666666667
27.56,0.06166666666666667,-0.04666666666666667
27.60,0.06166666666666667,-0.04833333333333334
27.64,0.06166666666666667,-0.04833333333333334
27.68,0.06166666666666667,-0.04833333333333334
27.72,0.06166666666666667,-0.04833333333333334
